═══════════════════════════════════════════════
  MAZE BLUEPRINT - Architect's Plan
═══════════════════════════════════════════════
Generated: 03/03/2026 20:37:49
Total Walls: 0
Total Torches: 640

═══════════════════════════════════════════════
  WALL POSITIONS
═══════════════════════════════════════════════

═══════════════════════════════════════════════
  TORCH POSITIONS
═══════════════════════════════════════════════
[001] Pos: (42.35, 2.40, 147.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[026] Pos: (96.35, 2.40, 3.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[027] Pos: (117.00, 2.40, 23.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[028] Pos: (29.65, 2.40, 57.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[029] Pos: (87.00, 2.40, 161.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[030] Pos: (9.00, 2.40, 42.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[031] Pos: (87.00, 2.40, 66.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[032] Pos: (99.00, 2.40, 173.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[033] Pos: (27.00, 2.40, 11.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[034] Pos: (29.65, 2.40, 45.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[035] Pos: (57.00, 2.40, 126.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[036] Pos: (143.65, 2.40, 27.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[037] Pos: (113.65, 2.40, 183.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[038] Pos: (93.00, 2.40, 29.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[039] Pos: (89.65, 2.40, 63.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[040] Pos: (15.00, 2.40, 65.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[041] Pos: (12.35, 2.40, 33.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[042] Pos: (54.35, 2.40, 39.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[043] Pos: (6.35, 2.40, 99.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[044] Pos: (81.00, 2.40, 47.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[045] Pos: (59.65, 2.40, 15.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[046] Pos: (129.00, 2.40, 131.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[047] Pos: (33.00, 2.40, 107.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[048] Pos: (-0.35, 2.40, 27.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[049] Pos: (144.35, 2.40, 15.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[050] Pos: (17.65, 2.40, 3.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[051] Pos: (53.65, 2.40, 135.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[052] Pos: (33.00, 2.40, 131.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[053] Pos: (84.35, 2.40, 45.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[054] Pos: (18.35, 2.40, 141.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[055] Pos: (36.35, 2.40, 159.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[056] Pos: (57.00, 2.40, 24.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[057] Pos: (9.00, 2.40, 168.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[058] Pos: (171.00, 2.40, 83.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[059] Pos: (89.65, 2.40, 75.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[060] Pos: (48.35, 2.40, 45.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[061] Pos: (60.35, 2.40, 177.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[062] Pos: (96.35, 2.40, 15.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[063] Pos: (111.00, 2.40, 11.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[064] Pos: (125.65, 2.40, 153.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[065] Pos: (161.65, 2.40, 153.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[066] Pos: (111.00, 2.40, 24.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[067] Pos: (47.65, 2.40, 81.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[068] Pos: (77.65, 2.40, 63.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[069] Pos: (117.00, 2.40, 149.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[070] Pos: (81.00, 2.40, 30.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[071] Pos: (63.00, 2.40, 162.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[072] Pos: (17.65, 2.40, 147.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[073] Pos: (93.00, 2.40, 41.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[074] Pos: (81.00, 2.40, 65.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[075] Pos: (126.35, 2.40, 183.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[076] Pos: (147.00, 2.40, 59.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[077] Pos: (66.35, 2.40, 69.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[078] Pos: (135.00, 2.40, 71.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[079] Pos: (105.00, 2.40, 156.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[080] Pos: (99.00, 2.40, 66.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[081] Pos: (101.65, 2.40, 51.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[082] Pos: (36.35, 2.40, 129.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[083] Pos: (33.00, 2.40, 72.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[084] Pos: (48.35, 2.40, 141.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[085] Pos: (119.65, 2.40, 63.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[086] Pos: (174.35, 2.40, 177.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[087] Pos: (119.65, 2.40, 81.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[088] Pos: (75.00, 2.40, 17.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[089] Pos: (11.65, 2.40, 93.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[090] Pos: (179.65, 2.40, 57.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[091] Pos: (89.65, 2.40, 63.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[092] Pos: (99.00, 2.40, 186.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[093] Pos: (63.00, 2.40, 24.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[094] Pos: (102.35, 2.40, 117.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[095] Pos: (84.35, 2.40, 141.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[096] Pos: (141.00, 2.40, 95.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[097] Pos: (162.35, 2.40, 75.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[098] Pos: (120.35, 2.40, 33.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[099] Pos: (167.65, 2.40, 45.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[100] Pos: (111.00, 2.40, 138.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[101] Pos: (135.00, 2.40, 95.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[102] Pos: (27.00, 2.40, -0.35) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[103] Pos: (108.35, 2.40, 111.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[104] Pos: (15.00, 2.40, 66.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[105] Pos: (129.00, 2.40, 30.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[106] Pos: (125.65, 2.40, 75.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[107] Pos: (171.00, 2.40, 11.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[108] Pos: (135.00, 2.40, 156.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[109] Pos: (21.00, 2.40, 162.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[110] Pos: (35.65, 2.40, 81.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[111] Pos: (57.00, 2.40, 53.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[112] Pos: (179.65, 2.40, 159.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[113] Pos: (131.65, 2.40, 177.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[114] Pos: (18.35, 2.40, 141.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[115] Pos: (143.65, 2.40, 69.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[116] Pos: (132.35, 2.40, 51.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[117] Pos: (141.00, 2.40, 126.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[118] Pos: (30.35, 2.40, 87.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[119] Pos: (153.00, 2.40, 119.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[120] Pos: (84.35, 2.40, 177.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[121] Pos: (117.00, 2.40, 138.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[122] Pos: (149.65, 2.40, 165.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[123] Pos: (99.00, 2.40, 24.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[124] Pos: (135.00, 2.40, 180.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[125] Pos: (111.00, 2.40, 137.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[126] Pos: (153.00, 2.40, -0.35) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[127] Pos: (101.65, 2.40, 81.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[128] Pos: (107.65, 2.40, 111.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[129] Pos: (53.65, 2.40, 69.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[130] Pos: (42.35, 2.40, 135.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[131] Pos: (99.00, 2.40, 41.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[132] Pos: (165.00, 2.40, 29.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[133] Pos: (102.35, 2.40, 27.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[134] Pos: (119.65, 2.40, 9.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[135] Pos: (105.00, 2.40, 90.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[136] Pos: (168.35, 2.40, 57.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[137] Pos: (87.00, 2.40, 84.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[138] Pos: (135.00, 2.40, 5.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[139] Pos: (123.00, 2.40, 102.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[140] Pos: (135.00, 2.40, 65.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[141] Pos: (138.35, 2.40, 129.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[142] Pos: (5.65, 2.40, 15.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[143] Pos: (161.65, 2.40, 51.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[144] Pos: (179.65, 2.40, 129.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[145] Pos: (21.00, 2.40, 47.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[146] Pos: (173.65, 2.40, 171.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[147] Pos: (71.65, 2.40, 111.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[148] Pos: (63.00, 2.40, 54.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[149] Pos: (11.65, 2.40, 153.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[150] Pos: (33.00, 2.40, 186.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[151] Pos: (119.65, 2.40, 99.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[152] Pos: (150.35, 2.40, 183.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[153] Pos: (39.00, 2.40, 53.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[154] Pos: (113.65, 2.40, 111.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[155] Pos: (24.35, 2.40, 147.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[156] Pos: (27.00, 2.40, 161.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[157] Pos: (17.65, 2.40, 75.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[158] Pos: (186.35, 2.40, 9.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[159] Pos: (29.65, 2.40, 3.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[160] Pos: (27.00, 2.40, 173.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[161] Pos: (129.00, 2.40, 173.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[162] Pos: (78.35, 2.40, 3.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[163] Pos: (167.65, 2.40, 69.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[164] Pos: (72.35, 2.40, 93.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[165] Pos: (27.00, 2.40, 119.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[166] Pos: (174.35, 2.40, 39.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[167] Pos: (12.35, 2.40, 105.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[168] Pos: (155.65, 2.40, 147.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[169] Pos: (177.00, 2.40, 66.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[170] Pos: (69.00, 2.40, 102.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[171] Pos: (9.00, 2.40, 180.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[172] Pos: (21.00, 2.40, 174.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[173] Pos: (123.00, 2.40, 173.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[174] Pos: (105.00, 2.40, 180.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[175] Pos: (48.35, 2.40, 135.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[176] Pos: (95.65, 2.40, 165.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[177] Pos: (171.00, 2.40, 54.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[178] Pos: (102.35, 2.40, 51.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[179] Pos: (101.65, 2.40, 117.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[180] Pos: (129.00, 2.40, 6.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[181] Pos: (69.00, 2.40, 95.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[182] Pos: (9.00, 2.40, 150.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[183] Pos: (65.65, 2.40, 123.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[184] Pos: (105.00, 2.40, 168.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[185] Pos: (141.00, 2.40, 155.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[186] Pos: (75.00, 2.40, 65.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[187] Pos: (51.00, 2.40, 29.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[188] Pos: (6.35, 2.40, 117.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[189] Pos: (63.00, 2.40, 179.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[190] Pos: (123.00, 2.40, 72.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[191] Pos: (75.00, 2.40, 23.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[192] Pos: (21.00, 2.40, 48.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[193] Pos: (143.65, 2.40, 105.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[194] Pos: (54.35, 2.40, 21.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[195] Pos: (39.00, 2.40, 108.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[196] Pos: (54.35, 2.40, 39.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[197] Pos: (162.35, 2.40, 135.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[198] Pos: (107.65, 2.40, 9.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[199] Pos: (77.65, 2.40, 135.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[200] Pos: (27.00, 2.40, -0.35) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[201] Pos: (81.00, 2.40, 36.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[202] Pos: (141.00, 2.40, 83.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[203] Pos: (129.00, 2.40, 72.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[204] Pos: (177.00, 2.40, 42.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[205] Pos: (143.65, 2.40, 177.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[206] Pos: (36.35, 2.40, 159.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[207] Pos: (47.65, 2.40, 159.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[208] Pos: (183.00, 2.40, 47.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[209] Pos: (54.35, 2.40, 39.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[210] Pos: (143.65, 2.40, 117.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[211] Pos: (90.35, 2.40, 57.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[212] Pos: (33.00, 2.40, 102.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[213] Pos: (132.35, 2.40, 147.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[214] Pos: (36.35, 2.40, 87.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[215] Pos: (153.00, 2.40, 131.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[216] Pos: (3.00, 2.40, 41.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[217] Pos: (29.65, 2.40, 33.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[218] Pos: (113.65, 2.40, 93.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[219] Pos: (75.00, 2.40, 71.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[220] Pos: (12.35, 2.40, 177.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[221] Pos: (51.00, 2.40, 35.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[222] Pos: (111.00, 2.40, 143.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[223] Pos: (27.00, 2.40, 108.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
