═══════════════════════════════════════════════
  MAZE BLUEPRINT - Architect's Plan
═══════════════════════════════════════════════
Generated: 03/03/2026 20:38:26
Total Walls: 0
Total Torches: 120

═══════════════════════════════════════════════
  WALL POSITIONS
═══════════════════════════════════════════════

═══════════════════════════════════════════════
  TORCH POSITIONS
═══════════════════════════════════════════════
[001] Pos: (39.00, 2.40, 144.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[027] Pos: (120.35, 2.40, 33.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[028] Pos: (33.00, 2.40, 60.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[029] Pos: (83.65, 2.40, 165.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[030] Pos: (5.65, 2.40, 33.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[031] Pos: (90.35, 2.40, 57.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[032] Pos: (105.00, 2.40, 6.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[033] Pos: (23.65, 2.40, 9.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[034] Pos: (33.00, 2.40, 41.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[035] Pos: (57.00, 2.40, 119.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[036] Pos: (147.00, 2.40, 24.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[037] Pos: (123.00, 2.40, -0.35) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[038] Pos: (93.00, 2.40, 30.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[039] Pos: (93.00, 2.40, 66.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[040] Pos: (15.00, 2.40, 72.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[041] Pos: (5.65, 2.40, 27.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[042] Pos: (47.65, 2.40, 39.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[043] Pos: (6.35, 2.40, 93.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[044] Pos: (77.65, 2.40, 51.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[045] Pos: (63.00, 2.40, 24.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[046] Pos: (132.35, 2.40, 141.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[047] Pos: (33.00, 2.40, 107.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[048] Pos: (137.65, 2.40, 15.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[049] Pos: (21.00, 2.40, -0.35) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[050] Pos: (57.00, 2.40, 144.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[051] Pos: (29.65, 2.40, 135.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[052] Pos: (77.65, 2.40, 45.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[053] Pos: (15.00, 2.40, 150.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[054] Pos: (29.65, 2.40, 159.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[055] Pos: (57.00, 2.40, 11.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[056] Pos: (9.00, 2.40, 174.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[057] Pos: (174.35, 2.40, 93.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[058] Pos: (93.00, 2.40, 71.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[059] Pos: (60.35, 2.40, 177.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[060] Pos: (93.00, 2.40, 18.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[061] Pos: (111.00, 2.40, 17.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[062] Pos: (129.00, 2.40, 155.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[063] Pos: (165.00, 2.40, 161.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[064] Pos: (114.35, 2.40, 27.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[065] Pos: (54.35, 2.40, 81.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[066] Pos: (81.00, 2.40, 72.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[067] Pos: (120.35, 2.40, 159.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[068] Pos: (84.35, 2.40, 27.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[069] Pos: (63.00, 2.40, 149.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[070] Pos: (24.35, 2.40, 147.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[071] Pos: (89.65, 2.40, 39.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[072] Pos: (60.35, 2.40, 39.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[073] Pos: (125.65, 2.40, 3.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[074] Pos: (147.00, 2.40, 60.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[075] Pos: (63.00, 2.40, 72.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[076] Pos: (131.65, 2.40, 75.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[077] Pos: (101.65, 2.40, 153.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[078] Pos: (95.65, 2.40, 63.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[079] Pos: (33.00, 2.40, 179.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[080] Pos: (23.65, 2.40, 117.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[081] Pos: (105.00, 2.40, 65.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[082] Pos: (29.65, 2.40, 129.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[083] Pos: (33.00, 2.40, 59.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[084] Pos: (48.35, 2.40, 141.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[085] Pos: (119.65, 2.40, 69.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[086] Pos: (171.00, 2.40, 186.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[087] Pos: (123.00, 2.40, 83.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[088] Pos: (75.00, 2.40, 17.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[089] Pos: (15.00, 2.40, 95.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[090] Pos: (186.35, 2.40, 57.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[091] Pos: (93.00, 2.40, 66.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[092] Pos: (105.00, 2.40, 5.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[093] Pos: (59.65, 2.40, 21.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[094] Pos: (99.00, 2.40, 125.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[095] Pos: (84.35, 2.40, 141.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[096] Pos: (144.35, 2.40, 87.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[097] Pos: (159.00, 2.40, 71.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[098] Pos: (117.00, 2.40, 35.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[099] Pos: (167.65, 2.40, 51.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[100] Pos: (107.65, 2.40, 141.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[101] Pos: (131.65, 2.40, 99.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[102] Pos: (27.00, 2.40, 6.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[103] Pos: (101.65, 2.40, 111.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[104] Pos: (18.35, 2.40, 63.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[105] Pos: (129.00, 2.40, 36.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[106] Pos: (132.35, 2.40, 81.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[107] Pos: (171.00, 2.40, 24.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[108] Pos: (135.00, 2.40, 162.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[109] Pos: (17.65, 2.40, 153.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[110] Pos: (180.35, 2.40, 177.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[111] Pos: (39.00, 2.40, 78.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[112] Pos: (57.00, 2.40, 47.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[113] Pos: (186.35, 2.40, 159.00) | Rot: (0.00, 270.00, 0.00) | Height: 2,40 | Inset: 0,35
[114] Pos: (135.00, 2.40, 179.65) | Rot: (0.00, 0.00, 0.00) | Height: 2,40 | Inset: 0,35
[115] Pos: (15.00, 2.40, 150.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[116] Pos: (143.65, 2.40, 63.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[117] Pos: (129.00, 2.40, 60.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[118] Pos: (137.65, 2.40, 111.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
[119] Pos: (27.00, 2.40, 90.35) | Rot: (0.00, 180.00, 0.00) | Height: 2,40 | Inset: 0,35
[120] Pos: (149.65, 2.40, 105.00) | Rot: (0.00, 90.00, 0.00) | Height: 2,40 | Inset: 0,35
